第一申请人,第一申请人地区,第一申请人城市,year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count,first_applicant_types
安徽皖通邮电股份有限公司,中国,合肥市,2021,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,1,0,0,企业
安徽继远软件有限公司,中国,合肥市,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,企业
安徽问天量子科技股份有限公司,中国,芜湖市,2021,8,53,6.625,量子计算；量子通信与安全,量子计算系统；量子通信与安全,QKD；保真度；激光器；量子保密通信；量子密钥；量子密钥分发；量子密钥分配；量子态；量子纠缠,2,6,0,0,企业
山东万腾电子科技有限公司,中国,济南市,2021,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,企业
山东国迅量子芯科技有限公司,中国,济南市,2021,1,4,4.0,量子通信与安全,量子通信与安全,激光器；量子通信,0,0,1,0,企业
山东理工大学,中国,淄博市,2021,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,学校
山东科技大学,中国,青岛市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,学校
山东越海通信科技股份有限公司,中国,德州市,2021,1,15,15.0,量子通信与安全,量子通信与安全,激光器；量子密钥；量子密钥分发；量子态；量子纠缠；量子通信,1,0,0,0,企业
山东量子科学技术研究院有限公司,中国,济南市,2021,8,55,6.875,量子通信与安全,量子通信与安全,抗量子攻击；量子密钥；量子密钥分配；量子网络,3,5,0,0,"企业；企业,科研单位"
山西大学,中国,太原市,2021,5,24,4.8,量子传感；量子基础概念；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子通信与安全,量子密钥；量子密钥分发；量子相干；量子精密测量；量子通信,0,4,1,0,学校
常州市环境监测中心,中国,常州市,2021,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,"机关团体,学校"
广东国盾量子科技有限公司,中国,广州市,2021,4,25,6.25,量子通信与安全,量子通信与安全,量子密钥；量子网络,1,3,0,0,企业
广东国腾量子科技有限公司,中国,肇庆市,2021,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥,0,1,0,0,企业
广东尤科泊得科技发展有限公司,中国,广州市,2021,1,5,5.0,量子通信与安全,量子通信与安全,QKD,0,1,0,0,企业
广东电网有限责任公司广州供电局,中国,广州市,2021,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,企业
广东网金控股股份有限公司,中国,广州市,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分配,0,1,0,0,企业
广州狸园科技有限公司,中国,广州市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业
广州禾信仪器股份有限公司,中国,广州市,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业
广州集泰化工股份有限公司,中国,广州市,2021,1,5,5.0,量子传感,其他量子相关/待复核,量子科技,0,1,0,0,企业
广西师范大学,中国,桂林市,2021,5,75,15.0,量子传感；量子计算,量子计算系统,量子信息；量子态；量子比特；量子线路；量子计算,4,1,0,0,学校
成都信息工程大学,中国,成都市,2021,9,81,9.0,量子传感；量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子信息；量子密钥；量子密钥分发；量子态；量子比特；量子纠缠；量子计算；量子通信,5,4,0,0,学校
成都天奥电子股份有限公司,中国,成都市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,冷原子钟；原子钟,0,0,0,1,企业
成都零光量子科技有限公司,中国,成都市,2021,1,10,10.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子通信,1,0,0,0,企业
扬州大学,中国,扬州市,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,学校
支付宝(杭州)信息技术有限公司,中国,杭州市,2021,1,9,9.0,量子计算,量子计算系统,量子态；量子计算,1,0,0,0,企业
无锡中金鼎讯信通科技股份有限公司,中国,无锡市,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业
易迅通科技有限公司,中国,西安市,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,企业
智车优行科技(上海)有限公司,中国,上海市,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业
暨南大学,中国,广州市,2021,3,22,7.333333333333333,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,单光子探测器；量子密钥；量子密钥分发；量子态；量子比特,2,0,1,0,学校
材料科学姑苏实验室,中国,苏州市,2021,1,10,10.0,量子计算硬件,量子计算硬件/量子芯片,囚禁离子；离子阱；量子计算；量子计算机,1,0,0,0,科研单位
杭州电子科技大学,中国,杭州市,2021,5,26,5.2,量子传感；量子基础概念；量子计算,其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子计量/时间频率/PNT候选,MOT；原子钟；量子态；量子计算,1,2,1,1,学校
杭州趣链科技有限公司,中国,杭州市,2021,1,10,10.0,量子通信与安全,量子通信与安全,抗量子攻击；量子计算,1,0,0,0,企业
桂林电子科技大学,中国,桂林市,2021,2,12,6.0,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,单光子探测器；叠加态；量子通信,0,1,1,0,学校
梁伟,中国,北京市,2021,1,5,5.0,量子通信与安全,量子通信与安全,抗量子密码,0,1,0,0,个人
武汉大学,中国,武汉市,2021,3,15,5.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子计算；量子计算机；量子通信,0,3,0,0,学校
武汉大学深圳研究院,中国,深圳市,2021,2,15,7.5,量子传感,量子传感器/精密测量,NV色心；量子传感,1,1,0,0,科研单位
武汉昊衡科技有限公司,中国,武汉市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业
武汉科技大学,中国,武汉市,2021,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,学校
汉腾汽车有限公司,中国,上饶市,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业
江汉大学,中国,武汉市,2021,4,12,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子频标,0,0,0,4,学校
江苏亨通问天量子信息研究院有限公司,中国,苏州市,2021,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥,0,2,0,0,企业
江苏扬农化工集团有限公司,中国,扬州市,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业
沈阳海关技术中心,中国,沈阳市,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,机关团体
河北冀联人力资源服务集团有限公司,中国,石家庄市,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业
河北远东通信系统工程有限公司,中国,石家庄市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟；频率标准,0,0,0,1,企业
河南科技大学,中国,洛阳市,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,学校
洛阳师范学院,中国,洛阳市,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,学校
浙江三维通信科技有限公司,中国,杭州市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业
浙江九州量子信息技术股份有限公司,中国,杭州市,2021,2,18,9.0,量子通信与安全,量子通信与安全,QKD；单光子探测器；激光器；量子密钥；量子密钥分发；量子态,1,1,0,0,企业
浙江大学,中国,杭州市,2021,5,38,7.6,量子传感；量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,原子钟；原子钟频率；超导量子比特；量子密钥；量子比特；量子芯片；量子计算；量子通信；频率基准,2,2,0,1,学校
浙江工业大学,中国,杭州市,2021,6,36,6.0,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,离子阱；量子化学；量子态；量子模拟；量子比特,1,5,0,0,学校
浙江工商大学,中国,杭州市,2021,2,13,6.5,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；量子态；量子纠缠,1,0,1,0,学校
浙江法拉第激光科技有限公司,中国,温州市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,企业
浙江理工大学,中国,杭州市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,学校
浙江神州量子网络科技有限公司,中国,杭州市,2021,1,15,15.0,量子通信与安全,量子通信与安全,量子密钥；量子计算；量子计算机；量子通信,1,0,0,0,企业
浪潮集团有限公司,中国,济南市,2021,1,10,10.0,量子计算硬件,量子计算硬件/量子芯片,超导量子芯片；量子芯片,1,0,0,0,企业
深圳大学,中国,深圳市,2021,4,29,7.25,量子传感；量子计算；量子通信与安全,量子传感器/精密测量；量子计算系统；量子通信与安全,MOT；光调制器；叠加态；量子态；量子比特；量子计算；量子通信,2,2,0,0,学校
深圳市儒科电子有限公司,中国,深圳市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,企业
深圳市永达电子信息股份有限公司,中国,深圳市,2021,3,32,10.666666666666666,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,光量子比特；超导量子比特；量子态；量子比特,2,1,0,0,企业
深圳瀚光科技有限公司,中国,深圳市,2021,1,9,9.0,量子计算硬件,量子计算硬件/量子芯片,光量子计算；量子计算,1,0,0,0,企业
深圳科盾量子信息科技有限公司,中国,深圳市,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业
深圳职业技术学院,中国,深圳市,2021,3,18,6.0,量子传感；量子基础概念,其他量子相关/待复核,量子信息；量子态；量子纠缠,1,1,1,0,学校
深圳量旋科技有限公司,中国,深圳市,2021,2,9,4.5,量子基础概念；量子计算,其他量子相关/待复核；量子计算系统,量子态；量子计算,0,1,1,0,企业
深港产学研基地(北京大学香港科技大学深圳研修院),中国,深圳市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,光钟,0,0,0,1,学校
清华大学,中国,北京市,2021,11,68,6.181818181818182,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,上游材料与核心部件；其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,冷原子干涉；单光子探测器；原子干涉；原子钟；激光器；离子阱；超导量子比特；量子信息；量子态；量子比特；量子纠缠；量子计算；量子通信,2,6,2,1,"企业,学校；学校"
清华大学深圳研究生院,中国,深圳市,2021,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,2,0,0,学校
温州大学,中国,温州市,2021,1,16,16.0,量子计算,量子计算系统,保真度；量子态；量子比特；量子计算；量子计算机,1,0,0,0,学校
温州激光与光电子协同创新中心,中国,温州市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,科研单位
湖北大学,中国,武汉市,2021,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,学校
湖北工业大学,中国,武汉市,2021,1,5,5.0,量子通信与安全,量子通信与安全,抗量子攻击,0,1,0,0,学校
湖南出入境检验检疫局检验检疫技术中心,中国,长沙市,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,机关团体
湖南大学,中国,长沙市,2021,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,2,0,0,学校
湖南师范大学,中国,长沙市,2021,2,15,7.5,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发；量子门,1,1,0,0,学校
湖南省时空基准科技有限公司,中国,长沙市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,企业
湖南省检验检疫科学技术研究院,中国,长沙市,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,"企业,学校"
湘潭大学,中国,湘潭市,2021,2,20,10.0,量子传感；量子计算,量子传感器/精密测量；量子计算系统,量子比特；量子测量；量子计算,2,0,0,0,学校
电子科技大学,中国,成都市,2021,6,52,8.666666666666666,量子传感；量子计算,量子传感器/精密测量；量子计算系统；量子计量/时间频率/PNT候选,NV色心；qubit；保真度；光调制器；单光子探测器；激光器；量子传感；量子态；量子比特；量子电路；量子纠缠；量子计算；金刚石NV色心；频率基准,3,2,0,1,学校
福州大学,中国,福州市,2021,1,10,10.0,量子计算,量子计算系统,量子比特；量子门,1,0,0,0,学校
福建北峰通信科技股份有限公司,中国,泉州市,2021,1,17,17.0,量子通信与安全,量子通信与安全,单光子探测器；量子密钥；量子密钥分发；量子密钥分配；量子纠缠；量子通信,1,0,0,0,企业
科华恒盛股份有限公司,中国,厦门市,2021,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子通信,1,0,0,0,企业
科华数据股份有限公司,中国,厦门市,2021,2,10,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥,0,2,0,0,企业
科大国盾量子技术股份有限公司,中国,合肥市,2021,13,85,6.538461538461538,量子通信与安全,量子通信与安全,QKD；单光子探测器；激光器；电光晶体；量子信息；量子密钥；量子密钥分发；量子密钥分配；量子通信,3,10,0,0,企业
美因健康科技(北京)有限公司,中国,北京市,2021,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,企业
腾讯科技(深圳)有限公司,中国,深圳市,2021,1,20,20.0,量子传感,量子软件/算法/模拟,量子技术；量子比特；量子电路；量子纠错,1,0,0,0,企业
苏州大学,中国,苏州市,2021,16,114,7.125,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,量子信息；量子密钥；量子密钥分发；量子态；量子比特；量子纠缠；量子网络；量子通信,7,5,4,0,学校
苏州大学张家港工业技术研究院,中国,苏州市,2021,2,18,9.0,量子通信与安全,量子通信与安全,量子态；量子纠缠；量子通信,2,0,0,0,"科研单位,学校"
苏州皇宫绣量子科技有限公司,中国,苏州市,2021,1,5,5.0,量子传感,量子传感器/精密测量,量子传感；量子传感器,0,1,0,0,企业
苏州科达科技股份有限公司,中国,苏州市,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业
苏州锐联芯半导体有限公司,中国,苏州市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业
莆田市烛火信息技术有限公司,中国,莆田市,2021,1,9,9.0,量子传感,其他量子相关/待复核,量子信息；量子纠缠,1,0,0,0,企业
董绍锋,中国,北京市,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0,个人
西北大学,中国,西安市,2021,4,24,6.0,量子传感；量子计算；量子通信与安全,量子传感器/精密测量；量子计算系统；量子通信与安全,NV色心；逻辑量子比特；量子密钥；量子密钥分发；量子态；量子比特,1,3,0,0,学校
西北工业大学,中国,西安市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,学校
西南交通大学,中国,成都市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,学校
西南大学,中国,重庆市,2021,3,43,14.333333333333334,量子通信与安全,量子通信与安全,量子信息；量子密钥；量子密钥分配；量子态；量子比特；量子网络；量子通信,3,0,0,0,学校
西安交通大学,中国,西安市,2021,1,5,5.0,量子传感,量子传感器/精密测量,量子精密测量,0,1,0,0,学校
西安建筑科技大学,中国,西安市,2021,1,9,9.0,量子传感,其他量子相关/待复核,量子信息；量子态,1,0,0,0,学校
西安电子科技大学,中国,西安市,2021,11,79,7.181818181818182,量子传感；量子计算；量子通信与安全,量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟；量子通信与安全,QKD；单光子探测器；原子钟；时间频率比对；激光器；逻辑量子比特；量子保密通信；量子密钥；量子密钥分发；量子态；量子比特；量子纠错；量子网络；量子计算；量子计算机；量子通信,5,4,0,2,学校
西安空间无线电技术研究所,中国,西安市,2021,6,20,3.3333333333333335,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,NV色心；原子钟,0,1,0,5,企业
西安邮电大学,中国,西安市,2021,1,5,5.0,量子通信与安全,量子通信与安全,抗量子攻击,0,1,0,0,学校
谱光仪器股份有限公司,中国,台湾省,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业
赵仕嘉,中国,广州市,2021,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子通信,1,0,0,0,个人
辽宁大学,中国,沈阳市,2021,1,5,5.0,量子传感,其他量子相关/待复核,量子信息,0,1,0,0,学校
远光软件股份有限公司,中国,珠海市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业
重庆工程职业技术学院,中国,重庆市,2021,1,5,5.0,量子计算,量子计算系统,量子芯片,0,1,0,0,学校
重庆邮电大学,中国,重庆市,2021,2,21,10.5,量子计算,量子计算系统,量子态；量子比特；量子线路；量子计算,2,0,0,0,学校
重庆长安新能源汽车科技有限公司,中国,重庆市,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业
银联商务股份有限公司,中国,上海市,2021,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,企业
镇江乾坤传媒科技有限公司,中国,镇江市,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业
长春大学,中国,长春市,2021,3,20,6.666666666666667,量子通信与安全,量子通信与安全,QKD；量子保密通信；量子密钥；量子密钥分发,1,2,0,0,学校
长春理工大学,中国,长春市,2021,2,28,14.0,量子传感,量子计算系统,量子信息；量子态；量子计算,2,0,0,0,学校
长江存储科技有限责任公司,中国,武汉市,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业
陕西铭拓机电技术有限公司,中国,西安市,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业
青岛理工大学,中国,青岛市,2021,2,29,14.5,量子通信与安全,量子通信与安全,量子态；量子比特；量子纠错；量子网络,2,0,0,0,学校
黑龙江睿雨能量子科技有限公司,中国,哈尔滨市,2021,1,5,5.0,量子传感,其他量子相关/待复核,量子技术,0,1,0,0,企业
